id,city,country,job_title,primary_skills,secondary_skills,experience_lower,experience_upper,all_skills,skill_metadata,location,job_text
DFS__DFS__2025__2577397,lucknow,india,technical specialist,sap basis,,0,0,sap basis,"{""sap basis"": {""category"": ""primary""}}","lucknow, india","job posting job title: technical specialist location: lucknow, india primary skills: sap basis secondary skills: experience: 0 - 0 years"
DFS__DFS__2025__2577442,lucknow,india,associate consultant,sap basis,,0,0,sap basis,"{""sap basis"": {""category"": ""primary""}}","lucknow, india","job posting job title: associate consultant location: lucknow, india primary skills: sap basis secondary skills: experience: 0 - 0 years"
1408,,india,senior automation test lead python,"software testing, obsolete - python, jira",,0,0,"software testing, obsolete - python, jira","{""software testing"": {""category"": ""primary""}, ""obsolete - python"": {""category"": ""primary""}, ""jira"": {""category"": ""primary""}}",india,"job posting job title: senior automation test lead python location: india primary skills: software testing, obsolete - python, jira secondary skills: experience: 0 - 0 years"
2056,,hong kong,"tech lead java, node.js, microservices","microservices, node.js, amazon web services (aws), java",mysql,0,0,"microservices, node.js, amazon web services (aws), java, mysql","{""microservices"": {""category"": ""primary""}, ""node.js"": {""category"": ""primary""}, ""amazon web services (aws)"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""mysql"": {""category"": ""secondary""}}",hong kong,"job posting job title: tech lead java, node.js, microservices location: hong kong primary skills: microservices, node.js, amazon web services (aws), java secondary skills: mysql experience: 0 - 0 years"
2385,,hong kong,"developer java, microservices, vuejs","microservices, vue js, java",functional automation,0,0,"microservices, vue js, java, functional automation","{""microservices"": {""category"": ""primary""}, ""vue js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""functional automation"": {""category"": ""secondary""}}",hong kong,"job posting job title: developer java, microservices, vuejs location: hong kong primary skills: microservices, vue js, java secondary skills: functional automation experience: 0 - 0 years"
2402,,united kingdom,"developer java, microservices, vuejs","microservices, vue js, java",functional automation,0,0,"microservices, vue js, java, functional automation","{""microservices"": {""category"": ""primary""}, ""vue js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""functional automation"": {""category"": ""secondary""}}",united kingdom,"job posting job title: developer java, microservices, vuejs location: united kingdom primary skills: microservices, vue js, java secondary skills: functional automation experience: 0 - 0 years"
2047,,bulgaria,"tech lead java, node.js, microservices","microservices, node.js, amazon web services (aws), java",mysql,0,0,"microservices, node.js, amazon web services (aws), java, mysql","{""microservices"": {""category"": ""primary""}, ""node.js"": {""category"": ""primary""}, ""amazon web services (aws)"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""mysql"": {""category"": ""secondary""}}",bulgaria,"job posting job title: tech lead java, node.js, microservices location: bulgaria primary skills: microservices, node.js, amazon web services (aws), java secondary skills: mysql experience: 0 - 0 years"
1939,,angola,"srdeveloper java, microservices,react.js","microservices, react.js, java",google bigtable,0,0,"microservices, react.js, java, google bigtable","{""microservices"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""google bigtable"": {""category"": ""secondary""}}",angola,"job posting job title: srdeveloper java, microservices,react.js location: angola primary skills: microservices, react.js, java secondary skills: google bigtable experience: 0 - 0 years"
5654,,hong kong,enterprise architect ii,gear design,,0,0,gear design,"{""gear design"": {""category"": ""primary""}}",hong kong,job posting job title: enterprise architect ii location: hong kong primary skills: gear design secondary skills: experience: 0 - 0 years
5865,,united kingdom,associate,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",united kingdom,job posting job title: associate location: united kingdom primary skills: hp ux secondary skills: experience: 0 - 0 years
5624,,china,enterprise architect ii,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",china,job posting job title: enterprise architect ii location: china primary skills: hp ux secondary skills: experience: 0 - 0 years
5868,,germany,analyst,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",germany,job posting job title: analyst location: germany primary skills: hp ux secondary skills: experience: 0 - 0 years
5815,,guatemala,senior manager,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",guatemala,job posting job title: senior manager location: guatemala primary skills: hp ux secondary skills: experience: 0 - 0 years
5799,,panama,contract retainer,gear design,,0,0,gear design,"{""gear design"": {""category"": ""primary""}}",panama,job posting job title: contract retainer location: panama primary skills: gear design secondary skills: experience: 0 - 0 years
5819,,guatemala,sr. management consultant i,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",guatemala,job posting job title: sr. management consultant i location: guatemala primary skills: hp ux secondary skills: experience: 0 - 0 years
5846,,canada,senior process trainer,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",canada,job posting job title: senior process trainer location: canada primary skills: hp ux secondary skills: experience: 0 - 0 years
5857,,canada,manager,functional automation,,0,0,functional automation,"{""functional automation"": {""category"": ""primary""}}",canada,job posting job title: manager location: canada primary skills: functional automation secondary skills: experience: 0 - 0 years
5856,,colombia,analyst,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",colombia,job posting job title: analyst location: colombia primary skills: hp ux secondary skills: experience: 0 - 0 years
5501,,belgium,analyst,"ios, android, java",,0,0,"ios, android, java","{""ios"": {""category"": ""primary""}, ""android"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",belgium,"job posting job title: analyst location: belgium primary skills: ios, android, java secondary skills: experience: 0 - 0 years"
5830,,panama,associate,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",panama,job posting job title: associate location: panama primary skills: hp ux secondary skills: experience: 0 - 0 years
5659,,portugal,enterprise architect ii,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",portugal,job posting job title: enterprise architect ii location: portugal primary skills: hp ux secondary skills: experience: 0 - 0 years
5767,,canada,contract retainer,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",canada,job posting job title: contract retainer location: canada primary skills: hp ux secondary skills: experience: 0 - 0 years
2352,,oman,architect i,"devops, full stack - java, spring boot",,0,0,"devops, full stack - java, spring boot","{""devops"": {""category"": ""primary""}, ""full stack - java"": {""category"": ""primary""}, ""spring boot"": {""category"": ""primary""}}",oman,"job posting job title: architect i location: oman primary skills: devops, full stack - java, spring boot secondary skills: experience: 0 - 0 years"
5549,,japan,senior technical lead,"microservices, react.js, java",,0,0,"microservices, react.js, java","{""microservices"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",japan,"job posting job title: senior technical lead location: japan primary skills: microservices, react.js, java secondary skills: experience: 0 - 0 years"
5454,,india,associate,"c++, c#, python",,0,0,"c++, c#, python","{""c++"": {""category"": ""primary""}, ""c#"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}}",india,"job posting job title: associate location: india primary skills: c++, c#, python secondary skills: experience: 0 - 0 years"
5808,,mexico,sr. management consultant i,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",mexico,job posting job title: sr. management consultant i location: mexico primary skills: hp ux secondary skills: experience: 0 - 0 years
5716,,singapore,senior test lead,"cloud testing, network security",,0,0,"cloud testing, network security","{""cloud testing"": {""category"": ""primary""}, ""network security"": {""category"": ""primary""}}",singapore,"job posting job title: senior test lead location: singapore primary skills: cloud testing, network security secondary skills: experience: 0 - 0 years"
5653,,germany,senior technical lead,"ios, android, java",functional automation,0,0,"ios, android, java, functional automation","{""ios"": {""category"": ""primary""}, ""android"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""functional automation"": {""category"": ""secondary""}}",germany,"job posting job title: senior technical lead location: germany primary skills: ios, android, java secondary skills: functional automation experience: 0 - 0 years"
5780,,united states,analyst,"microservices, react.js, java",,0,0,"microservices, react.js, java","{""microservices"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",united states,"job posting job title: analyst location: united states primary skills: microservices, react.js, java secondary skills: experience: 0 - 0 years"
5798,,india,associate,functional automation,,0,0,functional automation,"{""functional automation"": {""category"": ""primary""}}",india,job posting job title: associate location: india primary skills: functional automation secondary skills: experience: 0 - 0 years
5640,,angola,contract retainer,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",angola,job posting job title: contract retainer location: angola primary skills: hp ux secondary skills: experience: 0 - 0 years
5665,,russian federation,enterprise architect ii,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",russian federation,job posting job title: enterprise architect ii location: russian federation primary skills: hp ux secondary skills: experience: 0 - 0 years
5617,,thailand,enterprise architect ii,hp ux,,0,0,hp ux,"{""hp ux"": {""category"": ""primary""}}",thailand,job posting job title: enterprise architect ii location: thailand primary skills: hp ux secondary skills: experience: 0 - 0 years
5692,,sri lanka,analyst,"microservices, react.js, java",,0,0,"microservices, react.js, java","{""microservices"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",sri lanka,"job posting job title: analyst location: sri lanka primary skills: microservices, react.js, java secondary skills: experience: 0 - 0 years"
5740,,united kingdom,project lead,"ios, android, java",,0,0,"ios, android, java","{""ios"": {""category"": ""primary""}, ""android"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",united kingdom,"job posting job title: project lead location: united kingdom primary skills: ios, android, java secondary skills: experience: 0 - 0 years"
5722,,portugal,lead consultant,"microservices, react.js, java",,0,0,"microservices, react.js, java","{""microservices"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",portugal,"job posting job title: lead consultant location: portugal primary skills: microservices, react.js, java secondary skills: experience: 0 - 0 years"
5494,,russian federation,analyst,"ios, android, java",,0,0,"ios, android, java","{""ios"": {""category"": ""primary""}, ""android"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",russian federation,"job posting job title: analyst location: russian federation primary skills: ios, android, java secondary skills: experience: 0 - 0 years"
5497,,france,analyst,"ios, android, java",,0,0,"ios, android, java","{""ios"": {""category"": ""primary""}, ""android"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",france,"job posting job title: analyst location: france primary skills: ios, android, java secondary skills: experience: 0 - 0 years"
5689,,germany,senior software developer,"html, javascript, react.js",,0,0,"html, javascript, react.js","{""html"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}}",germany,"job posting job title: senior software developer location: germany primary skills: html, javascript, react.js secondary skills: experience: 0 - 0 years"
20504,,india,,c++,,0,0,c++,"{""c++"": {""category"": ""primary""}}",india,job posting job title: location: india primary skills: c++ secondary skills: experience: 0 - 0 years
5695,,united kingdom,software engineer,"ios, android, java",,0,0,"ios, android, java","{""ios"": {""category"": ""primary""}, ""android"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",united kingdom,"job posting job title: software engineer location: united kingdom primary skills: ios, android, java secondary skills: experience: 0 - 0 years"
5527,,india,analyst,"ios, android, java",,0,0,"ios, android, java","{""ios"": {""category"": ""primary""}, ""android"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",india,"job posting job title: analyst location: india primary skills: ios, android, java secondary skills: experience: 0 - 0 years"
48659,,united states,lead designer,"high voltage and low power analog design, uc and up based design",,0,0,"high voltage and low power analog design, uc and up based design","{""high voltage and low power analog design"": {""category"": ""primary""}, ""uc and up based design"": {""category"": ""primary""}}",united states,"job posting job title: lead designer location: united states primary skills: high voltage and low power analog design, uc and up based design secondary skills: experience: 0 - 0 years"
55950,madurai,india,technical lead,pega,,0,0,pega,"{""pega"": {""category"": ""primary""}}","madurai, india","job posting job title: technical lead location: madurai, india primary skills: pega secondary skills: experience: 0 - 0 years"
581127,dpo-north irela,united kingdom,customer service represntative,"voice and accent, learning agility",,0,0,"voice and accent, learning agility","{""voice and accent"": {""category"": ""primary""}, ""learning agility"": {""category"": ""primary""}}","dpo-north irela, united kingdom","job posting job title: customer service represntative location: dpo-north irela, united kingdom primary skills: voice and accent, learning agility secondary skills: experience: 0 - 0 years"
42867,,india,,program management,,0,0,program management,"{""program management"": {""category"": ""primary""}}",india,job posting job title: location: india primary skills: program management secondary skills: experience: 0 - 0 years
56447,noida,india,senior software developer,"react.js, microservices, java",cisco tidal enterprise scheduler,0,0,"react.js, microservices, java, cisco tidal enterprise scheduler","{""react.js"": {""category"": ""primary""}, ""microservices"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""cisco tidal enterprise scheduler"": {""category"": ""secondary""}}","noida, india","job posting job title: senior software developer location: noida, india primary skills: react.js, microservices, java secondary skills: cisco tidal enterprise scheduler experience: 0 - 0 years"
77538,lucknow,india,specialist,hardware asset management,,0,0,hardware asset management,"{""hardware asset management"": {""category"": ""primary""}}","lucknow, india","job posting job title: specialist location: lucknow, india primary skills: hardware asset management secondary skills: experience: 0 - 0 years"
67775,chennai,india,senior test lead,security testing/penetration testing,,0,0,security testing/penetration testing,"{""security testing/penetration testing"": {""category"": ""primary""}}","chennai, india","job posting job title: senior test lead location: chennai, india primary skills: security testing/penetration testing secondary skills: experience: 0 - 0 years"
24925,chennai,india,,"verbal communication, fc - transaction monitoring, written communication, developing direct reports and others, fc - sanction screening",,0,0,"verbal communication, fc - transaction monitoring, written communication, developing direct reports and others, fc - sanction screening","{""verbal communication"": {""category"": ""primary""}, ""fc - transaction monitoring"": {""category"": ""primary""}, ""written communication"": {""category"": ""primary""}, ""developing direct reports and others"": {""category"": ""primary""}, ""fc - sanction screening"": {""category"": ""primary""}}","chennai, india","job posting job title: location: chennai, india primary skills: verbal communication, fc - transaction monitoring, written communication, developing direct reports and others, fc - sanction screening secondary skills: experience: 0 - 0 years"
4935,bengaluru,india,,as 400,,0,0,as 400,"{""as 400"": {""category"": ""primary""}}","bengaluru, india","job posting job title: location: bengaluru, india primary skills: as 400 secondary skills: experience: 0 - 0 years"
74688,krakow,poland,senior analyst,"microsoft windows, english, german",,0,0,"microsoft windows, english, german","{""microsoft windows"": {""category"": ""primary""}, ""english"": {""category"": ""primary""}, ""german"": {""category"": ""primary""}}","krakow, poland","job posting job title: senior analyst location: krakow, poland primary skills: microsoft windows, english, german secondary skills: experience: 0 - 0 years"
78382,lucknow,india,specialist,sharepoint o365,,0,0,sharepoint o365,"{""sharepoint o365"": {""category"": ""primary""}}","lucknow, india","job posting job title: specialist location: lucknow, india primary skills: sharepoint o365 secondary skills: experience: 0 - 0 years"
72943,chennai,india,senior specialist,"java, saviynt",,0,0,"java, saviynt","{""java"": {""category"": ""primary""}, ""saviynt"": {""category"": ""primary""}}","chennai, india","job posting job title: senior specialist location: chennai, india primary skills: java, saviynt secondary skills: experience: 0 - 0 years"
2089,bengaluru,india,,"spring boot, java, restful api",,0,0,"spring boot, java, restful api","{""spring boot"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""restful api"": {""category"": ""primary""}}","bengaluru, india","job posting job title: location: bengaluru, india primary skills: spring boot, java, restful api secondary skills: experience: 0 - 0 years"
73774,noida,india,senior manager,marketing/presales/sales support,,0,0,marketing/presales/sales support,"{""marketing/presales/sales support"": {""category"": ""primary""}}","noida, india","job posting job title: senior manager location: noida, india primary skills: marketing/presales/sales support secondary skills: experience: 0 - 0 years"
72910,chennai,india,senior technical specialist,"linux, c, embedded networking",,0,0,"linux, c, embedded networking","{""linux"": {""category"": ""primary""}, ""c"": {""category"": ""primary""}, ""embedded networking"": {""category"": ""primary""}}","chennai, india","job posting job title: senior technical specialist location: chennai, india primary skills: linux, c, embedded networking secondary skills: experience: 0 - 0 years"
78108,massachusetts,united states,senior designer,"disposable plastic design, product design, cad software",cad automation,0,0,"disposable plastic design, product design, cad software, cad automation","{""disposable plastic design"": {""category"": ""primary""}, ""product design"": {""category"": ""primary""}, ""cad software"": {""category"": ""primary""}, ""cad automation"": {""category"": ""secondary""}}","massachusetts, united states","job posting job title: senior designer location: massachusetts, united states primary skills: disposable plastic design, product design, cad software secondary skills: cad automation experience: 0 - 0 years"
78037,chennai,india,senior analyst,english,,0,0,english,"{""english"": {""category"": ""primary""}}","chennai, india","job posting job title: senior analyst location: chennai, india primary skills: english secondary skills: experience: 0 - 0 years"
69613,manila,philippines,analyst,"order-to-cash, customer service support, ltc- collections & helpdesk",,0,0,"order-to-cash, customer service support, ltc- collections & helpdesk","{""order-to-cash"": {""category"": ""primary""}, ""customer service support"": {""category"": ""primary""}, ""ltc- collections & helpdesk"": {""category"": ""primary""}}","manila, philippines","job posting job title: analyst location: manila, philippines primary skills: order-to-cash, customer service support, ltc- collections & helpdesk secondary skills: experience: 0 - 0 years"
77650,trivandrum,india,senior analyst,"microsoft windows, arabic, english",,0,0,"microsoft windows, arabic, english","{""microsoft windows"": {""category"": ""primary""}, ""arabic"": {""category"": ""primary""}, ""english"": {""category"": ""primary""}}","trivandrum, india","job posting job title: senior analyst location: trivandrum, india primary skills: microsoft windows, arabic, english secondary skills: experience: 0 - 0 years"
76844,trivandrum,india,senior specialist,"microsoft windows, arabic, english",,0,0,"microsoft windows, arabic, english","{""microsoft windows"": {""category"": ""primary""}, ""arabic"": {""category"": ""primary""}, ""english"": {""category"": ""primary""}}","trivandrum, india","job posting job title: senior specialist location: trivandrum, india primary skills: microsoft windows, arabic, english secondary skills: experience: 0 - 0 years"
60700,manila,philippines,senior analyst,"microsoft windows, arabic, english",,0,0,"microsoft windows, arabic, english","{""microsoft windows"": {""category"": ""primary""}, ""arabic"": {""category"": ""primary""}, ""english"": {""category"": ""primary""}}","manila, philippines","job posting job title: senior analyst location: manila, philippines primary skills: microsoft windows, arabic, english secondary skills: experience: 0 - 0 years"
77644,pune,india,specialist,"microsoft windows, arabic, english",,0,0,"microsoft windows, arabic, english","{""microsoft windows"": {""category"": ""primary""}, ""arabic"": {""category"": ""primary""}, ""english"": {""category"": ""primary""}}","pune, india","job posting job title: specialist location: pune, india primary skills: microsoft windows, arabic, english secondary skills: experience: 0 - 0 years"
7766195,noida,india,senior project manager,cisco customer voice portal (cvp),,0,0,cisco customer voice portal (cvp),"{""cisco customer voice portal (cvp)"": {""category"": ""primary""}}","noida, india","job posting job title: senior project manager location: noida, india primary skills: cisco customer voice portal (cvp) secondary skills: experience: 0 - 0 years"
19969,chennai,india,,cisco customer voice portal (cvp),,0,0,cisco customer voice portal (cvp),"{""cisco customer voice portal (cvp)"": {""category"": ""primary""}}","chennai, india","job posting job title: location: chennai, india primary skills: cisco customer voice portal (cvp) secondary skills: experience: 0 - 0 years"
77598,noida,india,specialist,access/rights management tool - others,,0,0,access/rights management tool - others,"{""access/rights management tool - others"": {""category"": ""primary""}}","noida, india","job posting job title: specialist location: noida, india primary skills: access/rights management tool - others secondary skills: experience: 0 - 0 years"
78389,lucknow,india,specialist,sharepoint o365,,0,0,sharepoint o365,"{""sharepoint o365"": {""category"": ""primary""}}","lucknow, india","job posting job title: specialist location: lucknow, india primary skills: sharepoint o365 secondary skills: experience: 0 - 0 years"
776615,noida,india,senior project manager,cisco customer voice portal (cvp),,0,0,cisco customer voice portal (cvp),"{""cisco customer voice portal (cvp)"": {""category"": ""primary""}}","noida, india","job posting job title: senior project manager location: noida, india primary skills: cisco customer voice portal (cvp) secondary skills: experience: 0 - 0 years"
TEST__TEST__25__0002,virginia,india,tech lead,"react, nextjs, tailwindcss",,0,0,"react, nextjs, tailwindcss","{""react"": {""category"": ""primary""}, ""nextjs"": {""category"": ""primary""}, ""tailwindcss"": {""category"": ""primary""}}","virginia, india","job posting job title: tech lead location: virginia, india primary skills: react, nextjs, tailwindcss secondary skills: experience: 0 - 0 years"
TEST__TEST__2024__2477389,california,usa,senior regional sales director,ers sales,,0,0,ers sales,"{""ers sales"": {""category"": ""primary""}}","california, usa","job posting job title: senior regional sales director location: california, usa primary skills: ers sales secondary skills: experience: 0 - 0 years"
3140,,estonia,angular senior developer estonia,"angular, html/css",,0,0,"angular, html/css","{""angular"": {""category"": ""primary""}, ""html/css"": {""category"": ""primary""}}",estonia,"job posting job title: angular senior developer estonia location: estonia primary skills: angular, html/css secondary skills: experience: 0 - 0 years"
5264,noida,india,"technical lead with java, spring mvc, html","spring mvc, html, java",,0,0,"spring mvc, html, java","{""spring mvc"": {""category"": ""primary""}, ""html"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}","noida, india","job posting job title: technical lead with java, spring mvc, html location: noida, india primary skills: spring mvc, html, java secondary skills: experience: 0 - 0 years"
5271,,india,"developer with python,c++,java","c++, python, java",,0,0,"c++, python, java","{""c++"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",india,"job posting job title: developer with python,c++,java location: india primary skills: c++, python, java secondary skills: experience: 0 - 0 years"
4722,,spain,aws data engineer,"sql, python, amazon glue",talend mdm,0,0,"sql, python, amazon glue, talend mdm","{""sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""talend mdm"": {""category"": ""secondary""}}",spain,"job posting job title: aws data engineer location: spain primary skills: sql, python, amazon glue secondary skills: talend mdm experience: 0 - 0 years"
3458,,singapore,"full stack java technical lead with devops, react","full stack - java, devops solutions, react.js",aws paas,0,0,"full stack - java, devops solutions, react.js, aws paas","{""full stack - java"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}",singapore,"job posting job title: full stack java technical lead with devops, react location: singapore primary skills: full stack - java, devops solutions, react.js secondary skills: aws paas experience: 0 - 0 years"
2916,noida,india,aws data engineer,"sql, python, amazon glue",,0,0,"sql, python, amazon glue","{""sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}}","noida, india","job posting job title: aws data engineer location: noida, india primary skills: sql, python, amazon glue secondary skills: experience: 0 - 0 years"
5255,,united states,"developer with react,angular,java","react, angular, java",,0,0,"react, angular, java","{""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",united states,"job posting job title: developer with react,angular,java location: united states primary skills: react, angular, java secondary skills: experience: 0 - 0 years"
4143,noida,india,aws data lead,"sql, snowflake, devops solutions, python, amazon glue",sql server,0,0,"sql, snowflake, devops solutions, python, amazon glue, sql server","{""sql"": {""category"": ""primary""}, ""snowflake"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""sql server"": {""category"": ""secondary""}}","noida, india","job posting job title: aws data lead location: noida, india primary skills: sql, snowflake, devops solutions, python, amazon glue secondary skills: sql server experience: 0 - 0 years"
4416,,china,"functional lead with oracle erp cloud - ar,gl,order mangement, inventory","sql, google dataflow, google bigquery",talend mdm,0,0,"sql, google dataflow, google bigquery, talend mdm","{""sql"": {""category"": ""primary""}, ""google dataflow"": {""category"": ""primary""}, ""google bigquery"": {""category"": ""primary""}, ""talend mdm"": {""category"": ""secondary""}}",china,"job posting job title: functional lead with oracle erp cloud - ar,gl,order mangement, inventory location: china primary skills: sql, google dataflow, google bigquery secondary skills: talend mdm experience: 0 - 0 years"
4539,,hong kong,"functional lead with oracle erp cloud - ar,gl,order mangement, inventory","sql, google dataflow, google bigquery",aws paas,0,0,"sql, google dataflow, google bigquery, aws paas","{""sql"": {""category"": ""primary""}, ""google dataflow"": {""category"": ""primary""}, ""google bigquery"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}",hong kong,"job posting job title: functional lead with oracle erp cloud - ar,gl,order mangement, inventory location: hong kong primary skills: sql, google dataflow, google bigquery secondary skills: aws paas experience: 0 - 0 years"
4713,,israel,aws data engineer,"sql, python, amazon glue",talend mdm,0,0,"sql, python, amazon glue, talend mdm","{""sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""talend mdm"": {""category"": ""secondary""}}",israel,"job posting job title: aws data engineer location: israel primary skills: sql, python, amazon glue secondary skills: talend mdm experience: 0 - 0 years"
4687,,new zealand,senior program director,quest,ibm mdm,0,0,"quest, ibm mdm","{""quest"": {""category"": ""primary""}, ""ibm mdm"": {""category"": ""secondary""}}",new zealand,job posting job title: senior program director location: new zealand primary skills: quest secondary skills: ibm mdm experience: 0 - 0 years
3887,noida,india,azure data engineer,"sql, azure data factory (adf)","aws paas, safe- agile sw engineering (ase)",0,0,"sql, azure data factory (adf), aws paas, safe- agile sw engineering (ase)","{""sql"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}, ""safe- agile sw engineering (ase)"": {""category"": ""secondary""}}","noida, india","job posting job title: azure data engineer location: noida, india primary skills: sql, azure data factory (adf) secondary skills: aws paas, safe- agile sw engineering (ase) experience: 0 - 0 years"
3920,noida,india,azure data engineer,"sql, azure data factory (adf)","full stack - java, c++ programming",0,0,"sql, azure data factory (adf), full stack - java, c++ programming","{""sql"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""full stack - java"": {""category"": ""secondary""}, ""c++ programming"": {""category"": ""secondary""}}","noida, india","job posting job title: azure data engineer location: noida, india primary skills: sql, azure data factory (adf) secondary skills: full stack - java, c++ programming experience: 0 - 0 years"
3947,noida,india,aws data engineer,"sql, python, amazon glue","agile-scrum (digital), ibm mdm, devops-api_apache ant, amazon s3, devops-api_teamcity",0,0,"sql, python, amazon glue, agile-scrum (digital), ibm mdm, devops-api_apache ant, amazon s3, devops-api_teamcity","{""sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""agile-scrum (digital)"": {""category"": ""secondary""}, ""ibm mdm"": {""category"": ""secondary""}, ""devops-api_apache ant"": {""category"": ""secondary""}, ""amazon s3"": {""category"": ""secondary""}, ""devops-api_teamcity"": {""category"": ""secondary""}}","noida, india","job posting job title: aws data engineer location: noida, india primary skills: sql, python, amazon glue secondary skills: agile-scrum (digital), ibm mdm, devops-api_apache ant, amazon s3, devops-api_teamcity experience: 0 - 0 years"
3595,,india,"developer with react, full stack - java, angular","full stack - java, react, angular",,0,0,"full stack - java, react, angular","{""full stack - java"": {""category"": ""primary""}, ""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}}",india,"job posting job title: developer with react, full stack - java, angular location: india primary skills: full stack - java, react, angular secondary skills: experience: 0 - 0 years"
4141,noida,india,aws data lead,"sql, snowflake, devops solutions, python, amazon glue",sql server,0,0,"sql, snowflake, devops solutions, python, amazon glue, sql server","{""sql"": {""category"": ""primary""}, ""snowflake"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""sql server"": {""category"": ""secondary""}}","noida, india","job posting job title: aws data lead location: noida, india primary skills: sql, snowflake, devops solutions, python, amazon glue secondary skills: sql server experience: 0 - 0 years"
4314,,costa rica,informatica mdm lead,"sql, informatica mdm, oracle pl/sql, python",mysql,0,0,"sql, informatica mdm, oracle pl/sql, python, mysql","{""sql"": {""category"": ""primary""}, ""informatica mdm"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""mysql"": {""category"": ""secondary""}}",costa rica,"job posting job title: informatica mdm lead location: costa rica primary skills: sql, informatica mdm, oracle pl/sql, python secondary skills: mysql experience: 0 - 0 years"
4246,noida,india,"technical lead with react, full stack - java, angular","full stack - java, react, angular",,0,0,"full stack - java, react, angular","{""full stack - java"": {""category"": ""primary""}, ""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}}","noida, india","job posting job title: technical lead with react, full stack - java, angular location: noida, india primary skills: full stack - java, react, angular secondary skills: experience: 0 - 0 years"
