id,city,country,job_title,primary_skills,secondary_skills,experience_lower,experience_upper,all_skills,skill_metadata,location,job_text
4295,,united states,informatica mdm lead,"sql, informatica mdm, oracle pl/sql, python",mysql,0,0,"sql, informatica mdm, oracle pl/sql, python, mysql","{""sql"": {""category"": ""primary""}, ""informatica mdm"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""mysql"": {""category"": ""secondary""}}",united states,"job posting job title: informatica mdm lead location: united states primary skills: sql, informatica mdm, oracle pl/sql, python secondary skills: mysql experience: 0 - 0 years"
3777,noida,india,aws senior data lead,"sql, snowflake, devops solutions, python, amazon glue",aws paas,0,0,"sql, snowflake, devops solutions, python, amazon glue, aws paas","{""sql"": {""category"": ""primary""}, ""snowflake"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}","noida, india","job posting job title: aws senior data lead location: noida, india primary skills: sql, snowflake, devops solutions, python, amazon glue secondary skills: aws paas experience: 0 - 0 years"
5387,,singapore,"developer with python,c++,java","c++, python, java",,0,0,"c++, python, java","{""c++"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",singapore,"job posting job title: developer with python,c++,java location: singapore primary skills: c++, python, java secondary skills: experience: 0 - 0 years"
3221,,united states,geo testing usa - san,"react, javascript, css",,0,0,"react, javascript, css","{""react"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}, ""css"": {""category"": ""primary""}}",united states,"job posting job title: geo testing usa - san location: united states primary skills: react, javascript, css secondary skills: experience: 0 - 0 years"
4149,noida,india,aws data lead,"sql, snowflake, devops solutions, python, amazon glue",devops-api_apache ant,0,0,"sql, snowflake, devops solutions, python, amazon glue, devops-api_apache ant","{""sql"": {""category"": ""primary""}, ""snowflake"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""devops-api_apache ant"": {""category"": ""secondary""}}","noida, india","job posting job title: aws data lead location: noida, india primary skills: sql, snowflake, devops solutions, python, amazon glue secondary skills: devops-api_apache ant experience: 0 - 0 years"
3729,noida,india,"full stack java technical lead with devops, react","full stack - java, devops solutions, react.js",javascript,0,0,"full stack - java, devops solutions, react.js, javascript","{""full stack - java"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""javascript"": {""category"": ""secondary""}}","noida, india","job posting job title: full stack java technical lead with devops, react location: noida, india primary skills: full stack - java, devops solutions, react.js secondary skills: javascript experience: 0 - 0 years"
4020,noida,india,aws data lead,"sql, snowflake, devops solutions, python, amazon glue",sql server,0,0,"sql, snowflake, devops solutions, python, amazon glue, sql server","{""sql"": {""category"": ""primary""}, ""snowflake"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""sql server"": {""category"": ""secondary""}}","noida, india","job posting job title: aws data lead location: noida, india primary skills: sql, snowflake, devops solutions, python, amazon glue secondary skills: sql server experience: 0 - 0 years"
5234,noida,india,"senior developer with c#,python,c++","c#, c++, python",,0,0,"c#, c++, python","{""c#"": {""category"": ""primary""}, ""c++"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}}","noida, india","job posting job title: senior developer with c#,python,c++ location: noida, india primary skills: c#, c++, python secondary skills: experience: 0 - 0 years"
3117,,austria,aws data engineer for austria,"sql, python, amazon glue",,0,0,"sql, python, amazon glue","{""sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}}",austria,"job posting job title: aws data engineer for austria location: austria primary skills: sql, python, amazon glue secondary skills: experience: 0 - 0 years"
3238,,costa rica,"developer with javascript,react,java costa rica","react, javascript, java",,0,0,"react, javascript, java","{""react"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",costa rica,"job posting job title: developer with javascript,react,java costa rica location: costa rica primary skills: react, javascript, java secondary skills: experience: 0 - 0 years"
3280,,lithuania,"developer with javascript,pl/sql,aras plm lithuania","aras plm, javascript, pl/sql",,0,0,"aras plm, javascript, pl/sql","{""aras plm"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}, ""pl/sql"": {""category"": ""primary""}}",lithuania,"job posting job title: developer with javascript,pl/sql,aras plm lithuania location: lithuania primary skills: aras plm, javascript, pl/sql secondary skills: experience: 0 - 0 years"
4415,,china,azure data lead,"sql, azure databricks, azure data factory (adf), oracle pl/sql, python",aws paas,0,0,"sql, azure databricks, azure data factory (adf), oracle pl/sql, python, aws paas","{""sql"": {""category"": ""primary""}, ""azure databricks"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}",china,"job posting job title: azure data lead location: china primary skills: sql, azure databricks, azure data factory (adf), oracle pl/sql, python secondary skills: aws paas experience: 0 - 0 years"
DFS__APME__2024__2476455,noida,india,senior specialist,sap,,0,0,sap,"{""sap"": {""category"": ""primary""}}","noida, india","job posting job title: senior specialist location: noida, india primary skills: sap secondary skills: experience: 0 - 0 years"
4525,jakarta,indonesia,full stack java senior architect with angular,"angular, springboot, java",agile-scrum (digital),0,0,"angular, springboot, java, agile-scrum (digital)","{""angular"": {""category"": ""primary""}, ""springboot"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""agile-scrum (digital)"": {""category"": ""secondary""}}","jakarta, indonesia","job posting job title: full stack java senior architect with angular location: jakarta, indonesia primary skills: angular, springboot, java secondary skills: agile-scrum (digital) experience: 0 - 0 years"
3259,,hong kong,"developer with javascript,react,css hong kong","react, javascript, css",,0,0,"react, javascript, css","{""react"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}, ""css"": {""category"": ""primary""}}",hong kong,"job posting job title: developer with javascript,react,css hong kong location: hong kong primary skills: react, javascript, css secondary skills: experience: 0 - 0 years"
1956,,portugal,"tech lead java, node.js, microservices","microservices, node.js, amazon web services (aws), java",mysql,0,0,"microservices, node.js, amazon web services (aws), java, mysql","{""microservices"": {""category"": ""primary""}, ""node.js"": {""category"": ""primary""}, ""amazon web services (aws)"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""mysql"": {""category"": ""secondary""}}",portugal,"job posting job title: tech lead java, node.js, microservices location: portugal primary skills: microservices, node.js, amazon web services (aws), java secondary skills: mysql experience: 0 - 0 years"
5201,dubai,united arab emirates,"developer javascript,react.js,java","javascript, react.js, java",,0,0,"javascript, react.js, java","{""javascript"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}","dubai, united arab emirates","job posting job title: developer javascript,react.js,java location: dubai, united arab emirates primary skills: javascript, react.js, java secondary skills: experience: 0 - 0 years"
5204,,united states,"developer ios,android,java","ios, android, java",,0,0,"ios, android, java","{""ios"": {""category"": ""primary""}, ""android"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",united states,"job posting job title: developer ios,android,java location: united states primary skills: ios, android, java secondary skills: experience: 0 - 0 years"
2335,,russian federation,full stack java tech architect (devops),"devops, full stack - java, spring boot",,0,0,"devops, full stack - java, spring boot","{""devops"": {""category"": ""primary""}, ""full stack - java"": {""category"": ""primary""}, ""spring boot"": {""category"": ""primary""}}",russian federation,"job posting job title: full stack java tech architect (devops) location: russian federation primary skills: devops, full stack - java, spring boot secondary skills: experience: 0 - 0 years"
1943,,sweden,"tech lead java, node.js, microservices","microservices, node.js, amazon web services (aws), java",mysql,0,0,"microservices, node.js, amazon web services (aws), java, mysql","{""microservices"": {""category"": ""primary""}, ""node.js"": {""category"": ""primary""}, ""amazon web services (aws)"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""mysql"": {""category"": ""secondary""}}",sweden,"job posting job title: tech lead java, node.js, microservices location: sweden primary skills: microservices, node.js, amazon web services (aws), java secondary skills: mysql experience: 0 - 0 years"
2383,,estonia,"developer java, microservices, vuejs","microservices, vue js, java",functional automation,0,0,"microservices, vue js, java, functional automation","{""microservices"": {""category"": ""primary""}, ""vue js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""functional automation"": {""category"": ""secondary""}}",estonia,"job posting job title: developer java, microservices, vuejs location: estonia primary skills: microservices, vue js, java secondary skills: functional automation experience: 0 - 0 years"
1869,,estonia,"tech lead java, node.js, microservices","microservices, node.js, amazon web services (aws), java",mysql,0,0,"microservices, node.js, amazon web services (aws), java, mysql","{""microservices"": {""category"": ""primary""}, ""node.js"": {""category"": ""primary""}, ""amazon web services (aws)"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""mysql"": {""category"": ""secondary""}}",estonia,"job posting job title: tech lead java, node.js, microservices location: estonia primary skills: microservices, node.js, amazon web services (aws), java secondary skills: mysql experience: 0 - 0 years"
